ip,port,platform,version,model_count,owned_by,top_5_models
"172.104.164.237",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.178.85",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.178.137",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.178.137",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.178.137",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.178.85",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.178.85",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.178.85",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.167.185",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.167.209",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.214.104",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.214.104",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.214.104",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.214.104",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.178.137",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.178.85",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.214.104",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.238.92",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.238.92",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.238.92",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.238.92",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.247.132",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.247.132",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.247.132",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.214.104",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.252.10",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.247.132",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.252.63",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.252.10",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.252.10",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.252.10",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.252.10",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.252.169",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.252.169",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.252.169",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.252.63",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.252.63",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.252.63",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.252.63",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.41.231",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.41.34",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.41.34",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.41.42",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.41.34",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.41.231",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.41.231",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.41.231",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.252.169",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.41.34",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.41.42",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.41.231",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.238.92",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.41.34",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.247.132",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.55.104",8080,"OpenAI-compat (generic)","",260,"anthropic|deepseek|google|minimax|mistralai|openai|qwen|x-ai|z-ai","google/gemini-3.1-flash-image-preview|qwen/qwen3.5-35b-a3b|qwen/qwen3.5-27b|qwen/qwen3.5-122b-a10b|qwen/qwen3.5-flash-02-23"
"172.104.41.42",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.252.63",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.41.34",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.41.231",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.83.132",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.83.132",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.83.132",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.83.132",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.118.142",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.118.142",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.118.142",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.118.142",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.118.142",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.104.83.132",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.13.253",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.13.253",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.13.253",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.13.253",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.13.253",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.169.85",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.13.253",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.169.85",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.169.85",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.169.85",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.169.85",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.203.215",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.203.215",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.203.215",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.203.215",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.203.215",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.203.215",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.246.103",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.246.142",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.246.103",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.246.103",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.246.103",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.246.142",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.246.103",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.246.142",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.246.103",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.246.142",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.74.179",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.74.189",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.74.189",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.74.189",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.74.179",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.74.179",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.74.179",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.74.179",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.78.117",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.78.155",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.78.183",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.78.117",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.78.117",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.78.117",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.78.155",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.74.189",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.78.155",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.78.49",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.78.155",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.78.183",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.78.183",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.78.183",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.78.49",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.78.49",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.78.49",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.78.155",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.78.49",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.78.183",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.78.117",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.74.189",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.91.242",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.91.242",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.91.242",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.78.155",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.78.49",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.78.183",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.115.211",4000,"OpenAI-compat (generic)","",1,"openai","kimi-k2.5"
"172.105.91.242",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.110.223",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.105.91.242",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.110.223",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.110.223",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.110.223",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.185.214",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.185.214",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.185.214",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.185.214",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.193.90",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.193.96",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.193.90",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.193.90",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.193.96",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.203.225",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.193.96",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.193.96",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.185.214",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.203.225",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.203.225",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.203.225",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.208.110",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.208.110",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.208.110",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.208.110",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.185.214",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.203.225",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.217.136",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.217.136",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.217.136",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.217.136",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.208.110",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.193.90",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.193.96",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.231.244",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.231.244",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.231.244",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.231.244",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.217.136",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.231.244",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.46.147",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.46.147",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.7.42",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.7.42",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.7.42",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.7.42",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.46.147",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.7.42",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.46.147",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.120.157",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.120.157",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.120.157",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.120.157",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.232.7.42",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.123.92",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.123.92",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.123.92",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.139.80",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.139.80",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.139.80",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.139.80",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.123.92",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.152.133",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.152.133",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.152.133",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.152.133",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.152.133",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.154.59",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.154.59",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.154.59",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.139.80",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.120.157",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.123.92",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.139.80",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.152.133",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.154.59",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.192.168",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.192.168",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.192.168",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.192.168",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.204.208",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.204.211",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.204.217",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.204.200",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.204.220",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.204.200",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.204.200",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.204.220",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.204.220",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.204.220",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.204.208",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.204.208",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.204.208",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.204.200",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.204.211",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.204.211",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.204.211",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.192.168",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"172.233.204.217",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
